"Age","LearningCategorySelftTaught","LearningCategoryOnlineCourses","LearningCategoryWork","LearningCategoryUniversity","LearningCategoryKaggle","GenderSelect","Country","EmploymentStatus","DataScienceIdentitySelect","FormalEducation","MajorSelect","Tenure","FirstTrainingSelect","ParentsEducation","EmployerIndustry","EmployerSize","EmployerSizeChange","EmployerMLTime","EmployerSearchMethod","RemoteWork","CompensationAmount","CompensationCurrency","FormalEducation_Q","Tenure_Q","EmployerSize_Q","...1","exchangeRate","frac","Salary_USD","Compensation_Median_USD","Median_to_Salary"
23,0,20,60,20,0,"Male","Russia","Employed full-time","Yes","Bachelor's degree","Computer Science","3 to 5 years","University courses","A professional degree","Financial","Fewer than 10 employees","Stayed the same","6-10 years","An external recruiter or headhunter","Most of the time",1020000,"RUB",4,3,1,6,0.017402,0.76,17750.04,22622.6,1.27450980392157
41,50,50,0,0,0,"Male","United States","Employed full-time","No","Doctoral degree","Engineering (non-computer focused)","More than 10 years","Online courses (coursera, udemy, edx, etc.)","Some college/university study, no bachelor's degree","Military/Security","10,000 or more employees","Increased slightly","More than 10 years","An external recruiter or headhunter","Never",150000,"USD",6,5,8,1,1,1,150000,110000,0.733333333333333
35,20,40,20,20,0,"Male","France","Employed full-time","No","Doctoral degree","Mathematics or statistics","6 to 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Academic","1,000 to 4,999 employees","Stayed the same","6-10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",75000,"EUR",6,4,6,2,1.195826,0.99,89686.95,55605.909,0.62
31,20,30,50,0,0,"Male","Russia","Independent contractor, freelancer, or self-employed","","Some college/university study without earning a bachelor's degree","","6 to 10 years","Self-taught","A master's degree","Retail","","","","","Rarely",150000,"RUB",3,4,NA,6,0.017402,0.76,31323.6,22622.6,0.722222222222222
32,35,5,30,30,0,"Male","Netherlands","Employed full-time","","Doctoral degree","Computer Science","3 to 5 years","University courses","Primary/elementary school","Other","10,000 or more employees","Increased significantly","1-2 years","An external recruiter or headhunter","Sometimes",60000,"EUR",6,3,8,2,1.195826,1,71749.56,77130.777,1.075
25,40,30,20,10,0,"Female","Russia","Independent contractor, freelancer, or self-employed","","Master's degree","A social science","1 to 2 years","University courses","A bachelor's degree","Manufacturing","","","","","Always",60000,"RUB",5,2,NA,6,0.017402,0.76,12529.44,22622.6,1.80555555555556
23,20,10,50,0,20,"Male","India","Employed full-time","Sort of (Explain more)","Bachelor's degree","Engineering (non-computer focused)","1 to 2 years","Work","A bachelor's degree","Financial","","","1-2 years","I visited the company's Web site and found a job listing there","Rarely",4e+05,"INR",4,2,NA,3,0.01562,0.94,6248,15114.75,2.41913412291933
27,15,80,5,0,0,"Female","Germany","Employed full-time","No","Master's degree","Mathematics or statistics","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","High school","Internet-based","5,000 to 9,999 employees","Increased significantly","6-10 years","Some other way","Rarely",40000,"EUR",5,2,7,2,1.195826,0.99,47833.04,71749.56,1.5
24,20,15,60,5,0,"Male","France","Employed full-time","","Master's degree","Engineering (non-computer focused)","1 to 2 years","Online courses (coursera, udemy, edx, etc.)","A doctoral degree","Mix of fields","20 to 99 employees","Increased significantly","3-5 years","I visited the company's Web site and found a job listing there","Rarely",40000,"EUR",5,2,3,2,1.195826,0.99,47833.04,55605.909,1.1625
29,25,50,10,5,10,"Male","Germany","Employed full-time","Yes","Master's degree","Computer Science","6 to 10 years","University courses","A master's degree","Pharmaceutical","1,000 to 4,999 employees","Stayed the same","6-10 years","I visited the company's Web site and found a job listing there","Rarely",70000,"EUR",5,4,6,2,1.195826,0.99,83707.82,71749.56,0.857142857142857
31,40,15,15,10,20,"Male","Russia","Employed full-time","Sort of (Explain more)","Master's degree","Computer Science","1 to 2 years","University courses","A professional degree","Financial","10 to 19 employees","Increased slightly","3-5 years","A general-purpose job board","Sometimes",1680000,"RUB",5,2,2,6,0.017402,0.76,29235.36,22622.6,0.773809523809524
29,30,30,0,40,0,"Male","France","Employed full-time","Yes","Master's degree","Engineering (non-computer focused)","3 to 5 years","University courses","","Academic","100 to 499 employees","Increased slightly","More than 10 years","A career fair or on-campus recruiting event","Rarely",20000,"EUR",5,3,4,2,1.195826,0.99,23916.52,55605.909,2.325
33,50,20,20,10,0,"Male","United Kingdom","Employed full-time","","Bachelor's degree","Physics","More than 10 years","Self-taught","High school","Internet-based","500 to 999 employees","Increased slightly","3-5 years","I visited the company's Web site and found a job listing there","Sometimes",77000,"GBP",4,5,5,4,1.324188,0.96,101962.476,66209.4,0.649350649350649
45,50,50,0,0,0,"Male","United States","Employed full-time","Yes","Bachelor's degree","Information technology, networking, or system administration","6 to 10 years","Self-taught","High school","Military/Security","I don't know","Increased slightly","3-5 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Never",85000,"USD",4,4,10,1,1,1,85000,110000,1.29411764705882
33,10,5,40,40,5,"Male","United Kingdom","Employed full-time","","Doctoral degree","Biology","6 to 10 years","Self-taught","I don't know/not sure","Retail","10,000 or more employees","Stayed the same","3-5 years","An external recruiter or headhunter","Rarely",47500,"GBP",6,4,8,4,1.324188,0.96,62898.93,66209.4,1.05263157894737
43,25,60,5,0,10,"Male","Spain","Employed full-time","","Master's degree","A social science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","Primary/elementary school","Financial","1,000 to 4,999 employees","Increased significantly","More than 10 years","I was contacted directly by someone at the company (e.g. internal recruiter)","Always",85000,"EUR",5,3,6,2,1.195826,0.98,101645.21,46637.214,0.458823529411765
46,20,10,0,30,40,"Male","Spain","Employed full-time","Yes","Doctoral degree","Electrical Engineering","More than 10 years","Self-taught","A master's degree","Hospitality/Entertainment/Sports","500 to 999 employees","Decreased slightly","1-2 years","A friend, family member, or former colleague told me","Sometimes",50000,"EUR",6,5,5,2,1.195826,0.98,59791.3,46637.214,0.78
32,12.5,12.5,0,75,0,"Male","United Kingdom","Employed full-time","","Doctoral degree","Physics","More than 10 years","University courses","A master's degree","Technology","1,000 to 4,999 employees","Increased significantly","3-5 years","A friend, family member, or former colleague told me","Never",38000,"GBP",6,5,6,4,1.324188,0.96,50319.144,66209.4,1.31578947368421
25,0,20,0,30,50,"Male","Germany","Employed full-time","","Master's degree","A social science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Technology","20 to 99 employees","Increased slightly","Less than one year","I was contacted directly by someone at the company (e.g. internal recruiter)","Rarely",65000,"EUR",5,3,3,2,1.195826,0.99,77728.69,71749.56,0.923076923076923
38,20,10,0,0,70,"Male","Australia","Employed full-time","Yes","Doctoral degree","Computer Science","More than 10 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Mix of fields","500 to 999 employees","Stayed the same","Don't know","I was contacted directly by someone at the company (e.g. internal recruiter)","Sometimes",165000,"AUD",6,5,5,8,0.80231,0.98,132381.15,96277.2,0.727272727272727
38,25,50,25,0,0,"Male","United Kingdom","Employed full-time","Yes","Bachelor's degree","Computer Science","More than 10 years","Work","A master's degree","Mix of fields","10,000 or more employees","Increased significantly","3-5 years","I visited the company's Web site and found a job listing there","Sometimes",80000,"GBP",4,5,8,4,1.324188,0.96,105935.04,66209.4,0.625
23,10,0,0,90,0,"Male","Pakistan","Employed full-time","No","Master's degree","Other","Less than a year","University courses","Some college/university study, no bachelor's degree","Academic","100 to 499 employees","Increased slightly","3-5 years","Some other way","",480000,"PKR",5,1,4,18,0.009476,0.82,4548.48,7580.8,1.66666666666667
31,40,15,35,10,0,"Female","United States","Independent contractor, freelancer, or self-employed","Yes","Master's degree","Mathematics or statistics","6 to 10 years","Self-taught","A professional degree","Academic","","","","","Always",114000,"USD",5,4,NA,1,1,1,114000,110000,0.964912280701754
50,30,10,50,0,5,"Male","India","Independent contractor, freelancer, or self-employed","Sort of (Explain more)","Master's degree","Engineering (non-computer focused)","More than 10 years","Self-taught","A master's degree","Financial","","","","","Most of the time",2e+05,"USD",5,5,NA,1,1,0.04,2e+05,15114.75,0.07557375
27,35,15,25,0,25,"Male","China","Employed full-time","No","Master's degree","Computer Science","1 to 2 years","University courses","A bachelor's degree","Hospitality/Entertainment/Sports","100 to 499 employees","Increased slightly","1-2 years","I visited the company's Web site and found a job listing there","Sometimes",160000,"CNY",5,2,4,10,0.153,0.83,24480,36720,1.5
66,60,20,10,10,0,"Male","Germany","Independent contractor, freelancer, or self-employed","No","Master's degree","Engineering (non-computer focused)","6 to 10 years","Self-taught","","Technology","","","","","Sometimes",80000,"EUR",5,4,NA,2,1.195826,0.99,95666.08,71749.56,0.75
66,40,40,20,0,0,"Male","United States","Employed full-time","No","Bachelor's degree","Electrical Engineering","6 to 10 years","Self-taught","","Financial","10,000 or more employees","Increased slightly","1-2 years","An external recruiter or headhunter","Rarely",145000,"USD",4,4,8,1,1,1,145000,110000,0.758620689655172
31,25,25,25,25,0,"Male","Finland","Employed part-time","Sort of (Explain more)","Master's degree","Electrical Engineering","1 to 2 years","University courses","A master's degree","Academic","1,000 to 4,999 employees","Increased slightly","Don't know","I visited the company's Web site and found a job listing there","Rarely",24000,"EUR",5,2,6,2,1.195826,1,28699.824,47593.8748,1.65833333333333
29,10,0,10,60,0,"Male","United States","Independent contractor, freelancer, or self-employed","No","Bachelor's degree","Computer Science","1 to 2 years","University courses","A bachelor's degree","Other","","","","","",1e+05,"USD",4,2,NA,1,1,1,1e+05,110000,1.1
42,50,50,0,0,0,"Male","Ireland","Independent contractor, freelancer, or self-employed","Sort of (Explain more)","Some college/university study without earning a bachelor's degree","Computer Science","3 to 5 years","Self-taught","Primary/elementary school","Government","","","","","Most of the time",132000,"EUR",3,3,NA,2,1.195826,0.93,157849.032,66667.2995,0.422348484848485
26,60,0,0,40,0,"Female","Finland","Employed full-time","Yes","Master's degree","Electrical Engineering","3 to 5 years","Work","A master's degree","Academic","100 to 499 employees","Increased significantly","More than 10 years","A friend, family member, or former colleague told me","Always",40000,"EUR",5,3,4,2,1.195826,1,47833.04,47593.8748,0.995
39,10,20,0,60,10,"Male","Spain","Employed full-time","Yes","Professional degree","","More than 10 years","University courses","A master's degree","Government","500 to 999 employees","Stayed the same","More than 10 years","Some other way","Never",60000,"EUR",2,5,5,2,1.195826,0.98,71749.56,46637.214,0.65
48,25,15,25,35,0,"Male","United States","Independent contractor, freelancer, or self-employed","","Some college/university study without earning a bachelor's degree","Computer Science","More than 10 years","Online courses (coursera, udemy, edx, etc.)","High school","Mix of fields","","","","","Sometimes",2e+05,"USD",3,5,NA,1,1,1,2e+05,110000,0.55
32,30,10,45,10,5,"Male","United States","Employed full-time","","Master's degree","Engineering (non-computer focused)","6 to 10 years","University courses","A master's degree","Insurance","10,000 or more employees","Increased significantly","6-10 years","I visited the company's Web site and found a job listing there","Sometimes",103000,"USD",5,4,8,1,1,1,103000,110000,1.06796116504854
35,50,0,50,0,0,"Male","Japan","Employed full-time","No","Master's degree","Computer Science","3 to 5 years","Work","High school","Manufacturing","10,000 or more employees","Stayed the same","1-2 years","A career fair or on-campus recruiting event","Never",6e+06,"JPY",5,3,8,9,0.009108,0.91,54648,63756,1.16666666666667
31,20,30,50,0,0,"Male","South Africa","Employed full-time","Yes","Bachelor's degree","Electrical Engineering","6 to 10 years","Self-taught","A master's degree","Financial","1,000 to 4,999 employees","Increased slightly","3-5 years","An external recruiter or headhunter","Sometimes",1e+06,"ZAR",4,4,6,13,0.077002,0.96,77002,46201.2,0.6
49,50,10,0,0,40,"Male","United States","Employed full-time","No","Doctoral degree","Physics","More than 10 years","Self-taught","","Other","10,000 or more employees","Stayed the same","More than 10 years","A general-purpose job board","Rarely",160000,"USD",6,5,8,1,1,1,160000,110000,0.6875
35,14,30,5,50,1,"Male","Germany","Employed full-time","No","Doctoral degree","Mathematics or statistics","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","A master's degree","Technology","10 to 19 employees","Stayed the same","3-5 years","An external recruiter or headhunter","Rarely",76000,"EUR",6,3,2,2,1.195826,0.99,90882.776,71749.56,0.789473684210526
26,20,30,35,5,10,"Male","India","Employed full-time","Yes","Master's degree","Computer Science","3 to 5 years","Online courses (coursera, udemy, edx, etc.)","High school","Technology","100 to 499 employees","Increased significantly","3-5 years","An external recruiter or headhunter","Sometimes",2500000,"INR",5,3,4,3,0.01562,0.94,39050,15114.75,0.387061459667093
